ReservableOptionMarketGroupId,capacity,baseline_revenue,optimal_revenue,uplift_pct,ladder_0_4w,ladder_5_12w,ladder_13_26w,ladder_27_52w,optimal_total_bookings,optimal_mean_price
Domestic-Larvesta-Hawlucha-Mobile-2025-10-06,242.0,28.781676803765233,32.95192762547727,14.489255960120017,1.15,1.05,0.85,0.85,0.1429308014009376,226.05152830188678
Domestic-Magmortar-Gastly-Seasonal-2025-09-15,271.0,143.52184266153802,153.65890502339144,7.0630798586938885,1.15,1.15,0.95,0.85,0.5804831998716905,252.0508113207547
Domestic-Magmortar-Gastly-Seasonal-2025-09-29,271.0,114.32796386614406,122.32702460818439,6.996591622506005,1.15,1.15,1.0,0.85,0.5553677773913303,217.18171698113207
Domestic-Magmortar-Gastly-Seasonal-2025-12-01,271.0,6.357696441859075,7.149628214217333,12.456269021342042,1.15,0.85,0.85,0.85,0.0324177078546402,198.21224528301894
Domestic-Mudkip-Tyrunt-Mobile-2025-10-13,429.0,333.46720498520483,504.93113262456137,51.418527842029924,1.15,1.15,1.15,1.05,1.6027517293005353,326.12118867924517
Domestic-Mudkip-Tyrunt-Mobile-2025-12-15,429.0,597.7049300872475,889.0932495214104,48.75119892212178,0.85,0.85,0.85,0.85,3.2263783289806485,260.72434905660367
Domestic-Mudkip-Tyrunt-Mobile-2025-12-22,429.0,972.5802636579646,977.3719165363462,0.4926742868871133,1.15,1.15,1.15,1.0,3.185269012914022,337.4862452830189
Domestic-Naganadel-Zoroark-Permanent-2025-10-27,950.0,10644.253044475858,21827.571017030063,105.06437535659782,0.85,0.85,0.85,0.85,52.267398005644125,444.2601981132075
Domestic-Oinkologne-Darmanitan-Mobile-2025-10-06,383.0,168.97747892594788,174.30345192697794,3.151883336692519,1.15,1.15,1.0,0.85,0.8771340308534428,182.12612264150945
Domestic-Pinsir-Flamigo-Permanent-2025-11-17,326.0,94.98029991997949,102.4441506542608,7.85831455635492,1.15,1.05,0.85,0.85,0.23997303027796582,404.58747169811323
Domestic-Quagsire-Ironvaliant-Permanent-2025-09-22,301.0,188.95064791006678,306.87450823358915,62.40987349228334,1.15,1.05,0.85,0.85,1.3486641142991742,225.70908490566035
Domestic-Quaquaval-Sizzlipede-Mobile-2025-11-10,202.0,22.680963453264965,22.680963453264965,0.0,1.0,0.85,0.85,0.85,0.14485223817387255,163.07447169811317
Domestic-Quaquaval-Sizzlipede-Mobile-2025-12-01,202.0,16.86075237692069,18.83599444523326,11.715029223822295,1.15,1.0,0.85,0.85,0.10560202335938461,169.14358490566033
Domestic-Quaquaval-Sizzlipede-Mobile-2025-12-08,202.0,228.19083459061656,239.618057638932,5.0077484789502265,1.15,1.0,0.85,0.85,1.1555580178842655,183.7883773584906
Domestic-Shelgon-Woobat-Permanent-2025-12-22,225.0,219.03584906312045,327.7462410607023,49.63132403328841,1.15,1.15,1.15,1.15,0.7108369069220133,464.35242452830187
Domestic-Silvally-Kricketot-Permanent-2025-09-22,348.0,497.7328680070266,504.7885075212117,1.4175554735689144,1.15,1.05,1.0,0.85,1.9104037836068224,243.467679245283
Domestic-Silvally-Kricketot-Permanent-2025-11-17,348.0,72.03524331301175,76.45090386890266,6.129861374527081,0.95,0.85,0.85,0.85,0.3938271295462293,204.93311320754714
Domestic-Silvally-Kricketot-Permanent-2025-12-01,348.0,28.316133189910346,34.272844115648695,21.03645609302634,1.05,0.85,0.85,0.85,0.1660566605104315,203.6840094339623
Domestic-Slowpoke-Carnivine-Static-2025-12-22,435.0,1054.5411593860224,1159.6272042584449,9.96509656708003,1.15,1.15,1.15,1.05,6.052455912661997,202.66894339622644
Domestic-Slowpoke1-Lampent-Mobile-2025-09-15,221.0,44.7789944350082,79.3346368480857,77.16931308770504,1.15,1.15,1.15,1.05,1.3549366329987438,57.947358490566046
Domestic-Slowpoke1-Lampent-Mobile-2025-11-10,221.0,1.537937231018135,11.3991382398696,641.1965852678668,0.95,0.85,0.85,0.85,0.22335052779479947,47.441660377358474
Domestic-Stantler-Passimian-Static-2025-10-13,445.0,326.3630433247767,610.3600812385022,87.01874912690677,1.15,1.15,0.85,0.85,3.874999937192385,159.07806603773585
Domestic-Steenee-Trubbish-Seasonal-2025-12-15,375.0,1595.4919754678688,1596.9224731795784,0.08965872180524077,1.15,1.15,1.15,1.0,3.2218786108145054,540.8153584905659
Domestic-Thundurus-Meditite-Mobile-2025-11-10,234.0,8.175450215756403,9.045019968962995,10.636353109100778,1.15,1.0,0.85,0.85,0.07029621853616855,116.65479245283016
Domestic-Thundurus-Meditite-Mobile-2025-12-01,234.0,20.093424980540668,21.386981898738256,6.437712433048739,1.15,1.0,0.85,0.85,0.1727723558086042,116.65479245283016
Domestic-Tinglu-Drampa-Mobile-2025-10-20,590.0,1955.139791854695,3323.9451817345685,70.0106148717576,1.05,1.0,0.85,0.85,9.837695261897066,320.6412735849057
Domestic-Umbreon-Grafaiai1-Mobile-2025-10-27,746.0,2976.9269286644367,3160.3204783449123,6.16049886594808,1.15,1.15,1.15,1.0,6.226850094712617,511.87084905660373
Domestic-Umbreon-Grafaiai1-Mobile-2025-12-01,746.0,70.50221474107013,75.8320550409623,7.559819672994387,1.15,0.85,0.85,0.85,0.20119273051692982,345.3032264150942
Domestic-Yveltal-Tepig-Mobile-2025-09-15,401.0,73.69256053662285,76.80490810955334,4.223421672780322,1.15,1.15,1.0,0.85,0.37316936149696767,182.36454716981137
Domestic-Yveltal-Tepig-Mobile-2025-11-10,401.0,10.994847216672563,13.64104906835513,24.067654597963603,1.15,1.15,0.85,0.85,0.08842893513083604,146.63460377358487
Domestic-Yveltal-Tepig-Mobile-2025-12-01,401.0,6.650231591324909,10.830693851555376,62.8619049249923,1.15,0.85,1.15,0.85,0.06478317792105903,152.4622264150943
